====================
Fold 0
X_of_N_41 (X-of-N): 1.3617715918381545
X_of_N_29 (X-of-N): 1.3612721600364277
X_of_N_33 (X-of-N): 1.216570478884735
X_of_N_17 (X-of-N): 1.037129022028883
X_of_N_47 (X-of-N): 1.0200692484881864
X_of_N_27 (X-of-N): 1.0117500886899466
X_of_N_45 (X-of-N): 0.9891764314193939
ACSN2.22....ER_STRESS (X-of-N): 0.9754702876356844
X_of_N_30 (X-of-N): 0.9669685550464956
X_of_N_10 (X-of-N): 0.9264275250261675
WikiPathways.3....MAPK.Signaling (X-of-N): 0.9225923503250896
X_of_N_39 (X-of-N): 0.907442754593369
X_of_N_9 (X-of-N): 0.8429006377464484
X_of_N_32 (X-of-N): 0.8222311301452068
KEGG.161....Glyoxylate.and.dicarboxylate.metabolism (X-of-N): 0.708369212476954
X_of_N_20 (X-of-N): 0.652562631390162
X_of_N_11 (X-of-N): 0.65089136999925
REACTOME.235....Ion.homeostasis (X-of-N): 0.6290203402056311
X_of_N_21 (X-of-N): 0.5708373261565854
X_of_N_40 (X-of-N): 0.563195663661018
X_of_N_43 (X-of-N): 0.5541618712625517
Panther_Pathway.12....Apoptosis_signaling (X-of-N): 0.5366937452597099
REACTOME.319....Formation.of.ATP.by.chemiosmotic.coupling (X-of-N): 0.5194527745551801
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 0.508069247163007
KEGG.162....Legionellosis (X-of-N): 0.5038148815272645
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 0.46546715568029556
REACTOME.26....Influenza.Infection (X-of-N): 0.4560837440634047
ACSN2.31....DEPENDANCE_RECEPTORS (X-of-N): 0.44897201177821106
X_of_N_24 (X-of-N): 0.4403979099521638
NetPath....EGFR1 (X-of-N): 0.4220129655089403
REACTOME.11....Infectious.disease (X-of-N): 0.4128265932420723
X_of_N_13 (X-of-N): 0.39299229245857503
REACTOME.36....Influenza.Viral.RNA.Transcription.and.Replication (X-of-N): 0.3551050977353751
X_of_N_1 (X-of-N): 0.3517168969006911
OntoCancro....Expanded.Apoptosis (X-of-N): 0.3512198968563039
WikiPathways.69....Parkin.Ubiquitin.Proteasomal.System (X-of-N): 0.33894766163241186
EHMN....Purine.metabolism (X-of-N): 0.33548737558716724
X_of_N_42 (X-of-N): 0.33508853071125067
X_of_N_23 (X-of-N): 0.3348112694189136
X_of_N_35 (X-of-N): 0.33270743188136515
X_of_N_22 (X-of-N): 0.31242637901822584
====================
Fold 0
X_of_N_22 (X-of-N): 26.219852408363018
X_of_N_7 (X-of-N): 10.405926593883809
X_of_N_25 (X-of-N): 7.726770090319349
X_of_N_27 (X-of-N): 6.739517743146457
X_of_N_28 (X-of-N): 3.753949716464307
REACTOME.1....Metabolism.of.proteins (X-of-N): 2.2041873858855245
REACTOME.121....Regulation.of.HSF1.mediated.heat.shock.response (X-of-N): 1.503472355452276
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 1.4515492959699414
X_of_N_16 (X-of-N): 1.0460341252574046
X_of_N_13 (X-of-N): 1.0126776158796744
X_of_N_30 (X-of-N): 0.9630420913063295
X_of_N_6 (X-of-N): 0.9206864858785234
X_of_N_2 (X-of-N): 0.7976177579406759
Panther_Pathway.12....Apoptosis_signaling (X-of-N): 0.7744326766937242
X_of_N_5 (X-of-N): 0.658419060623601
X_of_N_31 (X-of-N): 0.6502330081499469
KEGG.97....Lysosome (X-of-N): 0.5752450293355117
ACSN2.22....ER_STRESS (X-of-N): 0.5613522981882632
X_of_N_19 (X-of-N): 0.550212837088287
X_of_N_21 (X-of-N): 0.5398150828683659
OntoCancro....Expanded.Apoptosis (X-of-N): 0.5281564970376996
systems.biology.org.1....beta_cell_v2.3 (X-of-N): 0.4680759769160437
REACTOME.9....Transport.of.small.molecules (X-of-N): 0.4677467497449481
X_of_N_32 (X-of-N): 0.45675651807206313
REACTOME.20....Cell.Cycle (X-of-N): 0.4392838261905302
Panther_Pathway.47....TCA_cycle (X-of-N): 0.43394628601862895
EHMN.5....Arachidonic.acid.metabolism (X-of-N): 0.4320262524756913
X_of_N_23 (X-of-N): 0.42835442326008394
KEGG.57....AGE.RAGE.signaling.pathway.in.diabetic.complications (X-of-N): 0.3658962932840258
X_of_N_15 (X-of-N): 0.34274504851810994
KEGG.11....Cellular.senescence (X-of-N): 0.33596101367693576
X_of_N_18 (X-of-N): 0.32761219142985526
REACTOME....Metabolism (X-of-N): 0.3205773273471772
NetPath....EGFR1 (X-of-N): 0.28434260119605753
REACTOME.34....Nonsense.Mediated.Decay..NMD. (X-of-N): 0.27503411655562304
KEGG.162....Legionellosis (X-of-N): 0.2705678034479349
REACTOME.235....Ion.homeostasis (X-of-N): 0.2513868358525598
systems.biology.org....Macrophage_Map_Update_ver2_re (X-of-N): 0.24648521072789945
REACTOME.2....Immune.System (X-of-N): 0.23155525460703802
SMPDB.44....Disulfiram.Action.Pathway (X-of-N): 0.22852953480102606
ACSN2.28....IMMUNOSUPPPRESSIVE_CORE (X-of-N): 0.2283668417112523
KEGG.60....Hepatocellular.carcinoma (X-of-N): 0.21995084718378913
SMPDB.112....Acetaminophen.Metabolism.Pathway (X-of-N): 0.21893329670197903
REACTOME.28....rRNA.processing.in.the.nucleus.and.cytosol (X-of-N): 0.2187509774280595
KEGG.17....Human.T.cell.leukemia.virus.1.infection (X-of-N): 0.21802291695082707
WikiPathways.92....Synaptic.Vesicle (X-of-N): 0.2179626444499052
ACSN2.25....DNA_DAMAGE_RESPONSE (X-of-N): 0.21747644362027335
REACTOME.49....Axon.guidance (X-of-N): 0.21695254811114145
X_of_N_9 (X-of-N): 0.21386643936235705
REACTOME.88....Cellular.response.to.heat.stress (X-of-N): 0.2074901706583331
====================
Fold 1
X_of_N_14 (X-of-N): 28.10711702041047
X_of_N_43 (X-of-N): 15.285024989504372
X_of_N_44 (X-of-N): 6.607304791176743
X_of_N_34 (X-of-N): 3.732689224687214
X_of_N_10 (X-of-N): 2.8756836215497965
X_of_N_20 (X-of-N): 1.8749645197841232
REACTOME....Metabolism (X-of-N): 1.6545787900523208
X_of_N_27 (X-of-N): 1.2976348235584259
X_of_N_39 (X-of-N): 1.2088934153428827
ACSN2.22....ER_STRESS (X-of-N): 1.0428265104506043
REACTOME.235....Ion.homeostasis (X-of-N): 0.9583633930617624
X_of_N_13 (X-of-N): 0.9113785047255308
X_of_N_15 (X-of-N): 0.8821476398563814
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 0.8743995202745218
X_of_N_29 (X-of-N): 0.855165253691076
Panther_Pathway.47....TCA_cycle (X-of-N): 0.6349791507374066
X_of_N_6 (X-of-N): 0.6294052807430778
OntoCancro.1....Apoptosis (X-of-N): 0.5552677819073911
OntoCancro....Expanded.Apoptosis (X-of-N): 0.5495254359386854
X_of_N_22 (X-of-N): 0.49928669840387324
X_of_N_19 (X-of-N): 0.49002920070639877
X_of_N_4 (X-of-N): 0.4863577612229476
REACTOME.319....Formation.of.ATP.by.chemiosmotic.coupling (X-of-N): 0.44502831791865477
X_of_N_23 (X-of-N): 0.4412911790010084
X_of_N_28 (X-of-N): 0.4130164109592266
REACTOME.317....Cristae.formation (X-of-N): 0.4101865293650125
X_of_N_42 (X-of-N): 0.39736933766700194
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 0.3932583543606348
REACTOME.71....Fatty.acid.metabolism (X-of-N): 0.3902200396679498
REACTOME.41....Viral.mRNA.Translation (X-of-N): 0.37807607148675415
EHMN....Purine.metabolism (X-of-N): 0.3700799798842755
REACTOME.34....Nonsense.Mediated.Decay..NMD. (X-of-N): 0.36927076066727155
IPAVS.3....GP130_JAK_STAT (X-of-N): 0.34741550501007823
Panther_Pathway.12....Apoptosis_signaling (X-of-N): 0.31696738781976525
X_of_N_26 (X-of-N): 0.3152500000490905
PharmGKB.27....Zidovudine_Pathway_Pharmacokinetics_Pharmacodynamics (X-of-N): 0.2865257778307144
X_of_N_18 (X-of-N): 0.2764225747796756
EHMN.5....Arachidonic.acid.metabolism (X-of-N): 0.27478876400880575
X_of_N_3 (X-of-N): 0.27439099783371956
WikiPathways.69....Parkin.Ubiquitin.Proteasomal.System (X-of-N): 0.27017326391239516
KEGG.47....Protein.processing.in.endoplasmic.reticulum (X-of-N): 0.26508478115317125
SMPDB.44....Disulfiram.Action.Pathway (X-of-N): 0.2609089509953059
NetPath.2....TCR (X-of-N): 0.24157480320378363
REACTOME.54....MAPK1.MAPK3.signaling (X-of-N): 0.23793663858551223
REACTOME.68....Ribosomal.scanning.and.start.codon.recognition (X-of-N): 0.22198888379332524
X_of_N_1 (X-of-N): 0.21633244272278052
X_of_N_16 (X-of-N): 0.2042544746221808
REACTOME.22....Neutrophil.degranulation (X-of-N): 0.20248353642474948
WikiPathways.109....Oxidative.phosphorylation (X-of-N): 0.1962897376814686
ACSN2.31....DEPENDANCE_RECEPTORS (X-of-N): 0.19047707771639272
====================
Fold 2
X_of_N_11 (X-of-N): 13.366441858814312
X_of_N_25 (X-of-N): 8.525937643716484
X_of_N_38 (X-of-N): 7.878526312614016
X_of_N_13 (X-of-N): 7.164806481034176
X_of_N_27 (X-of-N): 5.471974085084185
X_of_N_24 (X-of-N): 4.984673099334541
X_of_N_6 (X-of-N): 4.39043525366459
X_of_N_49 (X-of-N): 3.6759790686817815
X_of_N_20 (X-of-N): 1.7074998306514753
REACTOME....Metabolism (X-of-N): 1.6710272427742425
X_of_N_15 (X-of-N): 1.625417396560162
X_of_N_7 (X-of-N): 1.2940977840509529
X_of_N_32 (X-of-N): 1.2845264965314604
X_of_N_4 (X-of-N): 1.171832239863489
X_of_N_30 (X-of-N): 1.0085885734021216
X_of_N_50 (X-of-N): 0.9283899877091608
KEGG.15....Proteoglycans.in.cancer (X-of-N): 0.777006245105788
ACSN2.22....ER_STRESS (X-of-N): 0.7101377589959126
X_of_N_23 (X-of-N): 0.6936915808708882
REACTOME.49....Axon.guidance (X-of-N): 0.6832878025582136
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 0.6413636807260907
REACTOME.2....Immune.System (X-of-N): 0.6088868288728743
X_of_N_5 (X-of-N): 0.5719384258835999
REACTOME.56....RAF.MAP.kinase.cascade (X-of-N): 0.5581703019028964
X_of_N_39 (X-of-N): 0.5409533975265566
X_of_N_37 (X-of-N): 0.5265189990835802
X_of_N_8 (X-of-N): 0.5079829241183854
WikiPathways.3....MAPK.Signaling (X-of-N): 0.4912692579360599
X_of_N_14 (X-of-N): 0.4833689364936229
X_of_N_18 (X-of-N): 0.44587969329098454
X_of_N_46 (X-of-N): 0.43052726899435473
X_of_N_26 (X-of-N): 0.41768276020110545
X_of_N_3 (X-of-N): 0.4040241693376721
X_of_N_10 (X-of-N): 0.401282373123412
ACSN2.2....EMT_REGULATORS (X-of-N): 0.37544570700463276
Panther_Pathway.12....Apoptosis_signaling (X-of-N): 0.3693694560093093
X_of_N_29 (X-of-N): 0.36351882557871856
X_of_N_42 (X-of-N): 0.3565883179581096
REACTOME.71....Fatty.acid.metabolism (X-of-N): 0.33669898516625435
X_of_N_12 (X-of-N): 0.3149084624192586
X_of_N_31 (X-of-N): 0.311988092479939
X_of_N_21 (X-of-N): 0.30387251265631215
X_of_N_40 (X-of-N): 0.3010748809474882
KEGG.162....Legionellosis (X-of-N): 0.28320060240573214
REACTOME.26....Influenza.Infection (X-of-N): 0.2725386284533222
WikiPathways.92....Synaptic.Vesicle (X-of-N): 0.24540849121087943
X_of_N_43 (X-of-N): 0.24485327792321865
X_of_N_9 (X-of-N): 0.24470495645776577
BioCarta.19....regulation.of.ck1.cdk5.by.type.1.glutamate.receptors (X-of-N): 0.23207219241344532
REACTOME.18....Signaling.by.Interleukins (X-of-N): 0.22915558292731464
====================
Fold 3
X_of_N_21 (X-of-N): 18.92974867680637
X_of_N_1 (X-of-N): 17.11613237372694
X_of_N_2 (X-of-N): 7.466799804004282
X_of_N_28 (X-of-N): 3.578058253738368
X_of_N_4 (X-of-N): 2.8628333097104943
X_of_N_5 (X-of-N): 2.818261707724915
X_of_N_35 (X-of-N): 2.023040268002561
X_of_N_13 (X-of-N): 1.4831568957289982
X_of_N_8 (X-of-N): 1.0212433035924726
KEGG.57....AGE.RAGE.signaling.pathway.in.diabetic.complications (X-of-N): 0.9173869234364506
X_of_N_10 (X-of-N): 0.9142464056475621
X_of_N_19 (X-of-N): 0.7749061808737303
X_of_N_3 (X-of-N): 0.7739803042898085
SMPDB.44....Disulfiram.Action.Pathway (X-of-N): 0.7075946421861186
KEGG.15....Proteoglycans.in.cancer (X-of-N): 0.6989961587427772
KEGG.10....Alzheimer.disease (X-of-N): 0.6683070224398417
REACTOME.11....Infectious.disease (X-of-N): 0.6614151934237182
REACTOME.1....Metabolism.of.proteins (X-of-N): 0.6540940818374006
X_of_N_23 (X-of-N): 0.6129077888466868
KEGG.41....Focal.adhesion (X-of-N): 0.5837148219451613
X_of_N_6 (X-of-N): 0.5376063943240561
REACTOME.5....RNA.Polymerase.II.Transcription (X-of-N): 0.5325583631398669
X_of_N_17 (X-of-N): 0.5207340386613611
ACSN2.22....ER_STRESS (X-of-N): 0.5153234758549616
INOH.10....Tryptophan.degradation (X-of-N): 0.5067453330858773
X_of_N_26 (X-of-N): 0.49006033489858336
OntoCancro....Expanded.Apoptosis (X-of-N): 0.44132000286889284
X_of_N_9 (X-of-N): 0.4365051195957089
REACTOME....Metabolism (X-of-N): 0.4168951900857906
EHMN.4....Urea.cycle.and.metabolism.of.arginine..proline..glutamate..aspartate.and.asparagine (X-of-N): 0.38826073278043166
X_of_N_14 (X-of-N): 0.37563717602724034
X_of_N_36 (X-of-N): 0.3668106602700664
REACTOME.41....Viral.mRNA.Translation (X-of-N): 0.36046121659783203
KEGG.6....MAPK.signaling (X-of-N): 0.3537232424767965
REACTOME.71....Fatty.acid.metabolism (X-of-N): 0.3535170053325912
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 0.34913227388615764
Panther_Pathway.12....Apoptosis_signaling (X-of-N): 0.3473047252597907
REACTOME.235....Ion.homeostasis (X-of-N): 0.3449105015305735
WikiPathways.16....Focal.Adhesion (X-of-N): 0.3412471760807182
REACTOME.36....Influenza.Viral.RNA.Transcription.and.Replication (X-of-N): 0.31493776431864773
REACTOME.56....RAF.MAP.kinase.cascade (X-of-N): 0.30360276668679753
REACTOME.30....L13a.mediated.translational.silencing.of.Ceruloplasmin.expression (X-of-N): 0.3035199377273918
KEGG.154....Arachidonic.acid.metabolism (X-of-N): 0.29975690196427907
X_of_N_7 (X-of-N): 0.29830762190969323
KEGG.120....Cardiac.muscle.contraction (X-of-N): 0.2845657079326359
SMPDB.112....Acetaminophen.Metabolism.Pathway (X-of-N): 0.2764362635296608
REACTOME.29....GTP.hydrolysis.and.joining.of.the.60S.ribosomal.subunit (X-of-N): 0.2724155531621502
X_of_N_20 (X-of-N): 0.2564551266154008
KEGG.100....Wnt.signaling (X-of-N): 0.2531899731874916
X_of_N_27 (X-of-N): 0.2519585535971514
====================
Fold 4
X_of_N_18 (X-of-N): 26.084438800152398
X_of_N_14 (X-of-N): 15.652298936358157
X_of_N_7 (X-of-N): 9.890467531836435
REACTOME....Metabolism (X-of-N): 3.1842361240531085
X_of_N_6 (X-of-N): 2.3017897819648425
X_of_N_4 (X-of-N): 1.9255297851747089
X_of_N_27 (X-of-N): 1.8115051288025852
X_of_N_5 (X-of-N): 1.3896939506923458
X_of_N_28 (X-of-N): 0.9198533451977102
X_of_N_25 (X-of-N): 0.8973224951907577
X_of_N_11 (X-of-N): 0.595244941424299
X_of_N_10 (X-of-N): 0.5782399921724798
ACSN2.22....ER_STRESS (X-of-N): 0.5390596429238234
REACTOME.250....Endosomal.Sorting.Complex.Required.For.Transport..ESCRT. (X-of-N): 0.5346099786120946
REACTOME.235....Ion.homeostasis (X-of-N): 0.5290998970162721
X_of_N_16 (X-of-N): 0.5117645375423729
X_of_N_24 (X-of-N): 0.500300494930198
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 0.4928176082455392
SMPDB.44....Disulfiram.Action.Pathway (X-of-N): 0.48447191747157253
X_of_N_17 (X-of-N): 0.48021312958279405
KEGG.179....Phenylalanine.metabolism (X-of-N): 0.47827463416560057
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 0.4726182979355751
X_of_N_22 (X-of-N): 0.4597734207763796
REACTOME.9....Transport.of.small.molecules (X-of-N): 0.45768894926883397
REACTOME.12....Metabolism.of.lipids (X-of-N): 0.4569381364945054
X_of_N_12 (X-of-N): 0.44465827620825227
IPAVS.9....GSK3beta_regulation_by_signaling (X-of-N): 0.4432048133583163
X_of_N_32 (X-of-N): 0.43144731634376876
REACTOME.2....Immune.System (X-of-N): 0.40046874031660573
X_of_N_31 (X-of-N): 0.38789119788008797
X_of_N_30 (X-of-N): 0.37286170403831664
KEGG.28....Endocytosis (X-of-N): 0.3686096912387143
X_of_N_13 (X-of-N): 0.36494110507754557
systems.biology.org.5....Toll.Like_receptor_signaling_network (X-of-N): 0.33937694748266023
Panther_Pathway....CCKR_signaling_map (X-of-N): 0.333233161145666
REACTOME.11....Infectious.disease (X-of-N): 0.3076619684708675
REACTOME.8....Metabolism.of.RNA (X-of-N): 0.30338625921779744
KEGG.1....Thermogenesis (X-of-N): 0.29602819266624875
X_of_N_33 (X-of-N): 0.28597277710831526
X_of_N_23 (X-of-N): 0.2775899639766537
KEGG.100....Wnt.signaling (X-of-N): 0.2619588967425908
X_of_N_3 (X-of-N): 0.25972118025377866
REACTOME.109....Rab.regulation.of.trafficking (X-of-N): 0.2538318641483795
IPAVS.3....GP130_JAK_STAT (X-of-N): 0.24565917006844395
Panther_Pathway.12....Apoptosis_signaling (X-of-N): 0.24489678823831734
X_of_N_20 (X-of-N): 0.22521000985240242
X_of_N_26 (X-of-N): 0.22090820509324785
Panther_Pathway.10....Integrin_signalling (X-of-N): 0.21875729474304656
KEGG.24....Insulin.resistance (X-of-N): 0.21373713276307588
REACTOME.52....Deubiquitination (X-of-N): 0.21262311396810193
====================
Fold 5
X_of_N_13 (X-of-N): 15.251176781817302
X_of_N_11 (X-of-N): 13.814777416160528
X_of_N_24 (X-of-N): 10.438054076949305
X_of_N_6 (X-of-N): 5.745846174800702
X_of_N_10 (X-of-N): 5.4793052560418545
X_of_N_17 (X-of-N): 3.0271316989517194
X_of_N_28 (X-of-N): 2.8228533627827836
X_of_N_27 (X-of-N): 2.0076027684295807
X_of_N_22 (X-of-N): 1.825259834993901
X_of_N_14 (X-of-N): 1.6948905291343432
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 1.3478116479546445
X_of_N_7 (X-of-N): 1.2673957353835053
REACTOME.1....Metabolism.of.proteins (X-of-N): 1.2070937834480053
X_of_N_2 (X-of-N): 0.9515100582295442
WikiPathways.82....Tryptophan.metabolism (X-of-N): 0.8559771826765982
REACTOME....Metabolism (X-of-N): 0.8136262039973163
X_of_N_16 (X-of-N): 0.6193064224517814
KEGG.15....Proteoglycans.in.cancer (X-of-N): 0.599935101391774
X_of_N_30 (X-of-N): 0.47474964958286314
WikiPathways.69....Parkin.Ubiquitin.Proteasomal.System (X-of-N): 0.4484377540809127
X_of_N_23 (X-of-N): 0.44243501796386453
KEGG.6....MAPK.signaling (X-of-N): 0.42414366093062683
REACTOME.8....Metabolism.of.RNA (X-of-N): 0.4224549335723122
INOH.10....Tryptophan.degradation (X-of-N): 0.410530296321841
X_of_N_5 (X-of-N): 0.4091647962122224
EHMN....Purine.metabolism (X-of-N): 0.3798010218904794
OntoCancro....Expanded.Apoptosis (X-of-N): 0.3788709366674792
REACTOME.2....Immune.System (X-of-N): 0.35441305128735284
SMPDB.112....Acetaminophen.Metabolism.Pathway (X-of-N): 0.30944476564422524
IPAVS.9....GSK3beta_regulation_by_signaling (X-of-N): 0.3058358315170046
X_of_N_21 (X-of-N): 0.302643148836879
X_of_N_19 (X-of-N): 0.2820329870977763
X_of_N_20 (X-of-N): 0.2763480119104063
REACTOME.325....Metabolism.of.cofactors (X-of-N): 0.27570063201768275
KEGG.1....Thermogenesis (X-of-N): 0.275550466868852
REACTOME.35....Formation.of.a.pool.of.free.40S.subunits (X-of-N): 0.27448764047769963
REACTOME.54....MAPK1.MAPK3.signaling (X-of-N): 0.2617061556105571
WikiPathways.24....Epithelial.to.mesenchymal.transition.in.colorectal.cancer (X-of-N): 0.2568070010799449
KEGG.67....Influenza.A (X-of-N): 0.2487740171170168
REACTOME.24....Eukaryotic.Translation.Initiation (X-of-N): 0.2454419840237128
KEGG.7....Ribosome (X-of-N): 0.24256528352751242
REACTOME.4....Gene.expression..Transcription. (X-of-N): 0.2354585049237017
WikiPathways.3....MAPK.Signaling (X-of-N): 0.23254630281710806
X_of_N_18 (X-of-N): 0.23009555269540535
HumanCyc.12....NAD..i.de.novo..i..biosynthesis (X-of-N): 0.22748660381593103
WikiPathways.66....Association.Between.Physico.Chemical.Features.and.Toxicity.Associated (X-of-N): 0.21681193328134493
NetPath.11....IL4 (X-of-N): 0.211181365018457
KEGG.154....Arachidonic.acid.metabolism (X-of-N): 0.20528879199356814
OntoCancro.1....Apoptosis (X-of-N): 0.20379857047947733
ACSN2.19....MITOCHONDRIAL_GENES (X-of-N): 0.20158207888547866
====================
Fold 6
X_of_N_2 (X-of-N): 39.61289953538105
X_of_N_16 (X-of-N): 6.7511409284285815
X_of_N_13 (X-of-N): 6.282764707619942
X_of_N_26 (X-of-N): 3.2561095317115214
X_of_N_10 (X-of-N): 1.159393691015756
Panther_Pathway.47....TCA_cycle (X-of-N): 1.1498731759435061
X_of_N_28 (X-of-N): 1.0632857315330906
ACSN2.22....ER_STRESS (X-of-N): 1.0400510025028684
X_of_N_22 (X-of-N): 0.9399783983920134
X_of_N_18 (X-of-N): 0.9283455585804193
X_of_N_36 (X-of-N): 0.7804831793156227
WikiPathways.23....Ciliary.landscape (X-of-N): 0.7011389804811109
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 0.688840230418569
REACTOME....Metabolism (X-of-N): 0.6644025328885513
X_of_N_7 (X-of-N): 0.6356234638816097
Panther_Pathway.12....Apoptosis_signaling (X-of-N): 0.6348224961001654
X_of_N_29 (X-of-N): 0.6159629160053187
REACTOME.9....Transport.of.small.molecules (X-of-N): 0.601811464809569
SignaLink2.0.2....RTK.non.core. (X-of-N): 0.5722930232149134
X_of_N_35 (X-of-N): 0.5613564048773636
X_of_N_17 (X-of-N): 0.5497496140110244
X_of_N_25 (X-of-N): 0.5176057424173846
X_of_N_3 (X-of-N): 0.488885186811127
X_of_N_4 (X-of-N): 0.48538722399525225
REACTOME.56....RAF.MAP.kinase.cascade (X-of-N): 0.4825696808195418
SMPDB.112....Acetaminophen.Metabolism.Pathway (X-of-N): 0.45959575041842865
WikiPathways.3....MAPK.Signaling (X-of-N): 0.41800729953364457
X_of_N_32 (X-of-N): 0.41409529855460203
X_of_N_34 (X-of-N): 0.3868118636078033
X_of_N_6 (X-of-N): 0.3721310661115336
REACTOME.6....Generic.Transcription.Pathway (X-of-N): 0.3667528473549135
ACSN2.19....MITOCHONDRIAL_GENES (X-of-N): 0.36120283302058626
X_of_N_20 (X-of-N): 0.35289457313320177
SIGNOR2.0.10....SIGNOR.G2.M_trans (X-of-N): 0.33302794108371947
X_of_N_21 (X-of-N): 0.3288004482219528
KEGG.14....Non.alcoholic.fatty.liver.disease..NAFLD. (X-of-N): 0.3255865136521879
X_of_N_14 (X-of-N): 0.32317879721667675
REACTOME.12....Metabolism.of.lipids (X-of-N): 0.3173468560644964
WikiPathways.69....Parkin.Ubiquitin.Proteasomal.System (X-of-N): 0.30112217308802897
WikiPathways.24....Epithelial.to.mesenchymal.transition.in.colorectal.cancer (X-of-N): 0.29019753972850326
X_of_N_33 (X-of-N): 0.27877073067550406
REACTOME.11....Infectious.disease (X-of-N): 0.2757040143046547
REACTOME.325....Metabolism.of.cofactors (X-of-N): 0.2703177990536749
X_of_N_8 (X-of-N): 0.2639304756892519
KEGG.162....Legionellosis (X-of-N): 0.2573904245896865
REACTOME.45....SLC.mediated.transmembrane.transport (X-of-N): 0.25214136795253606
